,pos,rank,flowName,sim
20059,16426,60,192.168.29.165_192.168.22.17,0.534972120289622
20060,16426,61,192.168.22.21_192.168.29.165,0.5336705650935518
20061,16426,62,3.108.46.16_192.168.23.103,0.5334150304970708
20062,16426,63,192.168.33.142_34.237.73.95,0.5331261712067881
20063,16426,64,34.120.83.142_192.168.50.48,0.5329252301185216
20064,16426,65,52.108.68.27_192.168.50.39,0.5313415072858639
20065,16426,66,192.168.28.104_3.108.35.59,0.5309125447766873
20066,16426,67,65.0.226.14_192.168.33.142,0.5305335182235595
20067,16426,68,192.168.226.0_3.108.107.38,0.5297150918568849
20068,16426,69,192.168.3.90_192.168.54.126,0.5295101659364488
20069,16426,70,192.168.33.142_3.108.125.57,0.5291584663444384
20070,16426,71,192.168.2.228_192.168.54.126,0.5285870280892018
20071,16426,72,192.168.21.157_134.224.240.229,0.5283209923914268
20072,16426,73,192.168.43.148_104.18.13.81,0.5282462853217259
20073,16426,74,34.237.73.95_192.168.34.64,0.5281888157400135
20074,16426,75,192.168.149.173_192.168.146.1,0.5281058802806604
20075,16426,76,192.168.224.88_213.199.38.97,0.5258390477754209
20076,16426,77,3.108.30.176_192.168.32.150,0.5257452320854639
20077,16426,78,13.107.42.14_192.168.34.175,0.525030070356916
20078,16426,79,192.168.24.248_192.168.39.141,0.524781410285023
20079,16426,80,192.168.31.226_34.120.52.64,0.5229317917206097
20080,16426,81,192.168.50.6_162.159.130.86,0.5214257958804352
20081,16426,82,13.232.193.230_192.168.31.81,0.5165000051552956
20082,16426,83,192.168.39.141_192.168.2.252,0.5158859856569064
20083,16426,84,192.168.138.13_192.168.3.94,0.5146741772044298
20084,16426,85,192.168.50.123_104.18.39.102,0.5143402314287143
20085,16426,86,192.168.39.141_192.168.24.248,0.5142808034198465
20086,16426,87,13.232.193.230_192.168.226.0,0.5139874662610786
20087,16426,88,192.168.25.164_192.168.3.34,0.5139066567400732
20088,16426,89,192.168.29.165_192.168.30.223,0.5138488793252511
20089,16426,90,192.168.32.150_3.7.13.58,0.5130390538241226
20090,16426,91,192.168.22.68_34.120.52.64,0.5128302558738453
20091,16426,92,192.168.41.78_34.237.73.95,0.5118383017286691
20092,16426,93,192.168.32.150_13.232.193.230,0.5115274262420074
20093,16426,94,192.168.23.103_3.108.125.57,0.5110855058617676
20094,16426,95,192.168.33.187_34.237.73.95,0.5104961548787781
20095,16426,96,192.168.29.165_3.7.13.58,0.5103731913778544
20096,16426,97,192.168.32.150_172.105.52.41,0.5100964274187049
20097,16426,98,192.168.54.126_192.168.3.90,0.5096944050360205
20098,16426,99,192.168.50.34_192.168.2.228,0.5093846164369358
20099,16426,100,192.168.93.42_192.168.93.70,0.5086660324477251
30000,16453,1,141.94.96.71_192.168.224.86,0.6118113282035642
30001,16453,2,138.199.14.80_192.168.226.55,0.5987765588236248
30002,16453,3,192.168.24.162_192.168.17.46,0.5927844748223566
30003,16453,4,192.168.65.0_192.168.226.199,0.5923475523208924
30004,16453,5,208.115.231.70_192.168.22.1,0.5898884559269307
30005,16453,6,192.168.226.199_192.168.65.0,0.5879096995975742
30006,16453,7,3.108.125.57_192.168.33.142,0.5877441769929108
30007,16453,8,192.168.29.165_3.108.125.57,0.5835586985277575
30008,16453,9,52.108.46.20_192.168.52.171,0.58112770929003
30009,16453,10,192.168.30.126_3.7.13.58,0.5805125157109556
30010,16453,11,104.18.13.81_192.168.43.148,0.5799647003675042
30011,16453,12,65.0.226.14_192.168.33.142,0.5789530466775583
30012,16453,13,192.168.31.81_3.108.30.176,0.5772762963640998
30013,16453,14,192.168.22.1_208.115.231.70,0.5754141725085659
30014,16453,15,3.108.35.59_192.168.28.104,0.5722236212802232
30015,16453,16,192.168.3.90_192.168.54.126,0.5714424146996189
30016,16453,17,192.168.224.105_203.23.178.51,0.5712622004503474
30017,16453,18,192.168.51.35_34.120.52.64,0.5702891164696315
30018,16453,19,35.75.32.93_192.168.49.141,0.5697231732430049
30019,16453,20,192.168.49.141_35.75.32.93,0.5684530761939885
30020,16453,21,192.168.236.41_35.174.127.31,0.5671380696172358
30021,16453,22,3.108.125.57_192.168.23.103,0.5665657580755171
30022,16453,23,192.168.25.164_192.168.3.67,0.5665201629195245
30023,16453,24,192.168.28.80_57.128.101.86,0.5664270203108502
30024,16453,25,3.109.12.90_192.168.33.142,0.5660946675466408
30025,16453,26,192.168.140.140_192.168.3.94,0.5657123105024452
30026,16453,27,192.168.31.81_3.108.35.59,0.5649732370145276
30027,16453,28,13.232.193.230_192.168.226.0,0.5648078965783877
30028,16453,29,192.168.28.104_3.108.30.176,0.564151909804229
30029,16453,30,208.115.231.50_192.168.49.245,0.5634476484089048
30030,16453,31,3.108.125.57_192.168.226.0,0.5623504210717304
30031,16453,32,192.168.226.142_192.168.3.121,0.5622183161591467
30032,16453,33,192.168.28.104_3.108.35.59,0.5620132179256325
30033,16453,34,3.108.30.176_192.168.31.81,0.5619102058726886
30034,16453,35,34.120.52.64_192.168.51.35,0.5608579125676827
30035,16453,36,192.168.29.165_108.158.245.126,0.5601656952319902
30036,16453,37,34.120.52.64_192.168.50.88,0.5601223449088437
30037,16453,38,192.168.50.247_104.18.26.48,0.5588582687935562
30038,16453,39,192.168.49.178_34.120.52.64,0.5582452192011319
30039,16453,40,192.168.17.46_192.168.24.162,0.5580979843578847
30040,16453,41,3.7.13.58_192.168.226.0,0.558055501010586
30041,16453,42,203.23.178.29_192.168.16.187,0.558030763332625
30042,16453,43,192.168.29.165_192.168.19.226,0.5570219208983249
30043,16453,44,3.108.30.176_192.168.28.104,0.5566358893986721
30044,16453,45,57.128.101.86_192.168.28.80,0.5562013908922981
30045,16453,46,3.234.91.204_192.168.23.32,0.5559705320119926
30046,16453,47,35.174.127.31_192.168.236.41,0.5558322819572822
30047,16453,48,192.168.50.88_34.120.52.64,0.5548973061160931
30048,16453,49,3.108.107.38_192.168.226.0,0.5541403101966201
30049,16453,50,52.108.44.3_192.168.52.171,0.5538045504896447
30050,16453,51,192.168.54.121_192.168.2.228,0.5532074496932876
30051,16453,52,192.168.25.164_192.168.3.34,0.5528151167653989
30052,16453,53,192.168.226.199_192.168.93.70,0.5526201901679045
30053,16453,54,192.168.226.55_138.199.14.80,0.5523468503106784
30054,16453,55,192.168.28.104_3.108.46.16,0.5523146259413458
30055,16453,56,192.168.24.162_192.168.22.203,0.5518763420410354
30056,16453,57,3.108.46.16_192.168.28.104,0.5516083715948918
30057,16453,58,192.168.2.228_192.168.54.121,0.550831906497554
30058,16453,59,217.146.11.106_192.168.16.3,0.5507458617030712
30059,16453,60,192.168.93.42_192.168.93.70,0.5502180523279766
30060,16453,61,34.231.200.62_192.168.51.35,0.5495930835575212
30061,16453,62,192.168.147.39_192.168.146.1,0.5492563486894737
30062,16453,63,192.168.41.154_35.186.224.40,0.5490521314950008
30063,16453,64,192.168.39.46_192.168.16.32,0.5482499667903907
30064,16453,65,3.108.125.57_192.168.29.165,0.5478499398375833
30065,16453,66,104.18.26.48_192.168.50.247,0.5467574384851857
30066,16453,67,34.237.73.95_192.168.33.187,0.5463290368673658
30067,16453,68,192.168.16.187_203.23.178.29,0.5459338773094502
30068,16453,69,192.168.49.178_34.74.168.255,0.5457911510772864
30069,16453,70,3.108.30.176_192.168.32.150,0.5454425772232505
30070,16453,71,192.168.226.225_51.89.42.214,0.5454212002374862
30071,16453,72,192.168.49.178_34.237.73.95,0.5451889954250402
30072,16453,73,203.23.178.51_192.168.224.105,0.5446113322500961
30073,16453,74,192.168.32.150_3.108.30.176,0.5444573011882967
30074,16453,75,192.168.29.165_3.7.13.58,0.5435048433804719
30075,16453,76,74.125.68.188_192.168.30.44,0.5414148066242886
30076,16453,77,192.168.16.32_192.168.39.46,0.5396702278311668
30077,16453,78,192.168.32.150_3.7.13.58,0.5393635833891571
30078,16453,79,192.168.51.35_34.231.200.62,0.5378628017802071
30079,16453,80,192.168.22.21_192.168.29.165,0.5370350105290526
30080,16453,81,192.168.49.141_65.0.200.43,0.5367541361138056
30081,16453,82,65.0.200.43_192.168.49.141,0.5352800065941129
30082,16453,83,192.168.21.48_34.192.123.218,0.5349242451058218
30083,16453,84,192.168.49.245_208.115.231.50,0.5347746170157708
